NET	The total number of nets: 3153
	0,14,44
	0,14,44
net2524	The number of pins: 2
	0,37,11
	0,33,12
net2525	The number of pins: 2
	0,35,44
	0,34,43
net2526	The number of pins: 2
	0,20,39
	0,20,39
net2527	The number of pins: 2
	0,56,31
	0,56,32
net2528	The number of pins: 2
	0,28,53
	0,28,52
net2529	The number of pins: 2
	0,58,29
	0,58,28
net2530	The number of pins: 2
	0,55,28
	0,55,25
net2531	The number of pins: 2
	0,19,28
	0,19,28
net2532	The number of pins: 2
	0,63,61
	0,64,61
net2533	The number of pins: 2
	0,21,18
	0,21,18
net2534	The number of pins: 2
	0,43,40
	0,43,40
net2535	The number of pins: 2
	0,42,34
	0,41,33
net2536	The number of pins: 2
	0,32,22
	0,31,22
net2537	The number of pins: 2
	0,33,54
	0,33,54
net2538	The number of pins: 2
	0,27,38
	0,27,38
net2539	The number of pins: 2
	0,10,52
	0,10,53
net2540	The number of pins: 2
	0,50,14
	0,50,14
net2541	The number of pins: 2
	0,36,30
	0,35,30
net2542	The number of pins: 2
	0,7,47
	0,1,48
net2543	The number of pins: 2
	0,55,23
	0,56,24
net2544	The number of pins: 2
	0,41,39
	0,41,39
net2545	The number of pins: 2
	0,38,21
	0,38,23
net2546	The number of pins: 2
	0,29,10
	0,29,11
net2547	The number of pins: 2
	0,34,43
	0,32,42
net2548	The number of pins: 2
	0,28,41
	0,28,41
net2549	The number of pins: 2
	0,21,18
	0,21,20
net2550	The number of pins: 2
	0,21,50
	0,21,50
net2551	The number of pins: 2
	0,20,56
	0,21,56
net2552	The number of pins: 2
	0,14,43
	0,15,43
net2553	The number of pins: 2
	0,6,43
	0,13,43
net2554	The number of pins: 2
	0,17,54
	0,16,53
net2555	The number of pins: 2
	0,42,41
	0,45,42
net2556	The number of pins: 2
	0,39,42
	0,40,42
net2557	The number of pins: 2
	0,36,49
	0,37,50
net2558	The number of pins: 2
	0,32,51
	0,32,50
net2559	The number of pins: 2
	0,29,52
	0,30,52
net2560	The number of pins: 2
	0,28,54
	0,27,54
net2561	The number of pins: 2
	0,24,51
	0,23,51
net2562	The number of pins: 2
	0,19,53
	0,19,52
net2563	The number of pins: 2
	0,19,49
	0,19,49
net2564	The number of pins: 2
	0,41,30
	0,39,30
net2565	The number of pins: 2
	0,44,42
	0,44,40
net2566	The number of pins: 2
	0,29,13
	0,29,12
net2567	The number of pins: 2
	0,27,9
	0,27,9
net2568	The number of pins: 2
	0,21,17
	0,21,16
net2569	The number of pins: 2
	0,26,21
	0,28,22
net2570	The number of pins: 2
	0,23,29
	0,23,29
net2571	The number of pins: 2
	0,19,37
	0,19,35
net2572	The number of pins: 2
	0,19,56
	0,20,56
net2573	The number of pins: 2
	0,14,34
	0,12,32
net2574	The number of pins: 2
	0,37,43
	0,37,44
net2575	The number of pins: 2
	0,26,40
	0,26,39
net2576	The number of pins: 2
	0,26,28
	0,26,29
net2577	The number of pins: 2
	0,24,29
	0,23,28
net2578	The number of pins: 2
	0,21,34
	0,21,34
net2579	The number of pins: 2
	0,15,19
	0,14,19
net2580	The number of pins: 2
	0,14,56
	0,14,57
net2581	The number of pins: 2
	0,2,47
	0,3,48
net2582	The number of pins: 2
	0,10,25
	0,10,23
net2583	The number of pins: 2
	0,63,64
	0,63,64
net2584	The number of pins: 2
	0,57,1
	0,58,0
net2585	The number of pins: 2
	0,8,20
	0,9,22
net2586	The number of pins: 2
	0,43,45
	0,42,44
net2587	The number of pins: 2
	0,26,14
	0,27,12
net2588	The number of pins: 2
	0,29,20
	0,29,21
net2589	The number of pins: 2
	0,21,10
	0,21,11
net2590	The number of pins: 2
	0,17,54
	0,17,54
net2591	The number of pins: 2
	0,4,51
	0,3,50
net2592	The number of pins: 2
	0,54,39
	0,54,39
net2593	The number of pins: 2
	0,48,43
	0,49,44
net2594	The number of pins: 2
	0,42,35
	0,42,36
net2595	The number of pins: 2
	0,37,30
	0,37,29
net2596	The number of pins: 2
	0,35,40
	0,33,40
net2597	The number of pins: 2
	0,30,13
	0,32,14
net2598	The number of pins: 2
	0,28,24
	0,29,24
net2599	The number of pins: 2
	0,23,27
	0,23,28
net2600	The number of pins: 2
	0,30,55
	0,29,54
net2601	The number of pins: 2
	0,18,42
	0,17,42
net2602	The number of pins: 2
	0,29,47
	0,27,46
net2603	The number of pins: 2
	0,12,43
	0,12,44
net2604	The number of pins: 2
	0,15,45
	0,11,45
net2605	The number of pins: 2
	0,48,32
	0,47,34
net2606	The number of pins: 2
	0,49,34
	0,49,35
net2607	The number of pins: 2
	0,49,40
	0,47,39
net2608	The number of pins: 2
	0,39,20
	0,39,22
net2609	The number of pins: 2
	0,38,27
	0,38,28
net2610	The number of pins: 2
	0,24,54
	0,24,54
net2611	The number of pins: 2
	0,18,54
	0,18,53
net2612	The number of pins: 2
	0,47,39
	0,47,38
net2613	The number of pins: 2
	0,41,23
	0,44,22
net2614	The number of pins: 2
	0,13,55
	0,13,56
net2615	The number of pins: 2
	0,44,44
	0,44,43
net2616	The number of pins: 2
	0,39,22
	0,39,23
net2617	The number of pins: 2
	0,31,29
	0,30,28
net2618	The number of pins: 2
	0,30,11
	0,30,11
net2619	The number of pins: 2
	0,42,42
	0,43,42
net2620	The number of pins: 2
	0,30,39
	0,30,39
net2621	The number of pins: 2
	0,17,45
	0,16,45
net2622	The number of pins: 2
	0,59,36
	0,59,36
net2623	The number of pins: 2
	0,52,19
	0,52,18
net2624	The number of pins: 2
	0,32,51
	0,32,50
net2625	The number of pins: 2
	0,28,55
	0,28,55
net2626	The number of pins: 2
	0,22,46
	0,21,48
net2627	The number of pins: 2
	0,44,49
	0,44,51
net2628	The number of pins: 2
	0,23,20
	0,22,21
net2629	The number of pins: 2
	0,33,38
	0,33,39
net2630	The number of pins: 2
	0,13,29
	0,13,30
net2631	The number of pins: 2
	0,36,33
	0,36,33
net2632	The number of pins: 2
	0,29,27
	0,29,26
net2633	The number of pins: 2
	0,38,54
	0,38,54
net2634	The number of pins: 2
	0,30,50
	0,30,50
net2635	The number of pins: 2
	0,20,54
	0,19,55
net2636	The number of pins: 2
	0,16,50
	0,16,51
net2637	The number of pins: 2
	0,16,53
	0,16,54
net2638	The number of pins: 2
	0,17,53
	0,17,52
net2639	The number of pins: 2
	0,9,51
	0,9,51
net2640	The number of pins: 2
	0,31,41
	0,31,41
net2641	The number of pins: 2
	0,24,45
	0,24,45
net2642	The number of pins: 2
	0,26,19
	0,26,20
net2643	The number of pins: 2
	0,49,16
	0,49,15
net2644	The number of pins: 2
	0,36,40
	0,37,40
net2645	The number of pins: 2
	0,24,11
	0,25,11
net2646	The number of pins: 2
	0,21,50
	0,20,46
net2647	The number of pins: 2
	0,21,50
	0,21,49
net2648	The number of pins: 2
	0,20,35
	0,19,35
net2649	The number of pins: 2
	0,30,27
	0,30,29
net2650	The number of pins: 2
	0,17,38
	0,16,39
net2651	The number of pins: 2
	0,12,57
	0,13,57
net2652	The number of pins: 2
	0,43,37
	0,42,36
net2653	The number of pins: 2
	0,36,46
	0,38,47
net2654	The number of pins: 2
	0,33,51
	0,34,50
net2655	The number of pins: 2
	0,25,45
	0,24,44
net2656	The number of pins: 2
	0,47,24
	0,47,23
net2657	The number of pins: 2
	0,62,30
	0,61,30
net2658	The number of pins: 2
	0,20,45
	0,20,46
net2659	The number of pins: 2
	0,19,27
	0,19,27
net2660	The number of pins: 2
	0,20,26
	0,19,26
net2661	The number of pins: 2
	0,51,27
	0,51,28
net2662	The number of pins: 2
	0,43,40
	0,44,40
net2663	The number of pins: 2
	0,10,36
	0,10,36
net2664	The number of pins: 2
	0,47,40
	0,50,42
net2665	The number of pins: 2
	0,36,30
	0,38,30
net2666	The number of pins: 2
	0,34,28
	0,34,29
net2667	The number of pins: 2
	0,31,36
	0,31,37
net2668	The number of pins: 2
	0,27,44
	0,24,44
net2669	The number of pins: 2
	0,18,35
	0,18,36
net2670	The number of pins: 2
	0,27,38
	0,27,39
net2671	The number of pins: 2
	0,38,39
	0,38,39
net2672	The number of pins: 2
	0,36,45
	0,36,45
net2673	The number of pins: 2
	0,30,53
	0,30,54
net2674	The number of pins: 2
	0,22,44
	0,21,44
net2675	The number of pins: 2
	0,17,56
	0,16,55
net2676	The number of pins: 2
	0,60,0
	0,60,0
net2677	The number of pins: 2
	0,40,31
	0,40,31
net2678	The number of pins: 2
	0,27,12
	0,28,12
net2679	The number of pins: 2
	0,23,45
	0,23,47
net2680	The number of pins: 2
	0,9,45
	0,9,43
net2681	The number of pins: 2
	0,33,47
	0,34,47
net2682	The number of pins: 2
	0,47,10
	0,47,10
net2683	The number of pins: 2
	0,37,16
	0,35,17
net2684	The number of pins: 2
	0,8,48
	0,8,49
net2685	The number of pins: 2
	0,61,26
	0,55,25
net2686	The number of pins: 2
	0,20,49
	0,21,48
net2687	The number of pins: 2
	0,19,56
	0,20,56
net2688	The number of pins: 2
	0,37,13
	0,37,12
net2689	The number of pins: 2
	0,11,48
	0,8,48
net2690	The number of pins: 2
	0,26,44
	0,27,45
net2691	The number of pins: 2
	0,10,33
	0,10,31
net2692	The number of pins: 2
	0,52,21
	0,52,21
net2693	The number of pins: 2
	0,38,21
	0,39,21
net2694	The number of pins: 2
	0,36,22
	0,37,22
net2695	The number of pins: 2
	0,30,44
	0,31,43
net2696	The number of pins: 2
	0,30,28
	0,32,28
net2697	The number of pins: 2
	0,28,15
	0,28,15
net2698	The number of pins: 2
	0,25,54
	0,25,55
net2699	The number of pins: 2
	0,14,35
	0,15,34
net2700	The number of pins: 2
	0,10,48
	0,9,47
net2701	The number of pins: 2
	0,43,44
	0,46,44
net2702	The number of pins: 2
	0,22,14
	0,22,13
net2703	The number of pins: 2
	0,26,44
	0,25,44
net2704	The number of pins: 2
	0,17,40
	0,17,41
net2705	The number of pins: 2
	0,4,38
	0,4,39
net2706	The number of pins: 2
	0,45,44
	0,45,45
net2707	The number of pins: 2
	0,41,35
	0,41,36
net2708	The number of pins: 2
	0,38,35
	0,39,37
net2709	The number of pins: 2
	0,39,43
	0,40,44
net2710	The number of pins: 2
	0,41,21
	0,42,21
net2711	The number of pins: 2
	0,35,55
	0,34,53
net2712	The number of pins: 2
	0,30,45
	0,31,45
net2713	The number of pins: 2
	0,30,42
	0,30,42
net2714	The number of pins: 2
	0,16,53
	0,15,52
net2715	The number of pins: 2
	0,17,40
	0,17,40
net2716	The number of pins: 2
	0,11,49
	0,11,49
net2717	The number of pins: 2
	0,41,49
	0,42,50
net2718	The number of pins: 2
	0,31,42
	0,31,43
net2719	The number of pins: 2
	0,30,51
	0,30,51
net2720	The number of pins: 2
	0,28,44
	0,28,44
net2721	The number of pins: 2
	0,28,55
	0,28,56
net2722	The number of pins: 2
	0,21,41
	0,21,39
net2723	The number of pins: 2
	0,28,51
	0,28,51
net2724	The number of pins: 2
	0,12,45
	0,12,46
net2725	The number of pins: 2
	0,58,37
	0,58,37
net2726	The number of pins: 2
	0,43,43
	0,41,43
net2727	The number of pins: 2
	0,32,40
	0,32,40
net2728	The number of pins: 2
	0,32,49
	0,31,50
net2729	The number of pins: 2
	0,18,36
	0,19,37
net2730	The number of pins: 2
	0,22,51
	0,22,51
net2731	The number of pins: 2
	0,17,50
	0,18,50
net2732	The number of pins: 2
	0,7,52
	0,6,51
net2733	The number of pins: 2
	0,3,49
	0,3,49
net2734	The number of pins: 2
	0,0,3
	0,0,2
net2735	The number of pins: 2
	0,33,53
	0,34,54
net2736	The number of pins: 2
	0,16,48
	0,18,49
net2737	The number of pins: 2
	0,9,45
	0,13,43
net2738	The number of pins: 2
	0,61,2
	0,62,1
net2739	The number of pins: 2
	0,57,37
	0,58,37
net2740	The number of pins: 2
	0,31,14
	0,31,15
net2741	The number of pins: 2
	0,26,15
	0,27,15
net2742	The number of pins: 2
	0,39,54
	0,38,54
net2743	The number of pins: 2
	0,23,39
	0,23,41
net2744	The number of pins: 2
	0,23,15
	0,23,16
net2745	The number of pins: 2
	0,25,53
	0,26,54
net2746	The number of pins: 2
	0,18,19
	0,17,20
net2747	The number of pins: 2
	0,47,42
	0,48,42
net2748	The number of pins: 2
	0,41,25
	0,40,26
net2749	The number of pins: 2
	0,19,44
	0,21,43
net2750	The number of pins: 2
	0,10,24
	0,11,24
net2751	The number of pins: 2
	0,8,55
	0,8,56
net2752	The number of pins: 2
	0,54,27
	0,54,26
net2753	The number of pins: 2
	0,33,10
	0,32,11
net2754	The number of pins: 2
	0,43,28
	0,43,29
net2755	The number of pins: 2
	0,22,37
	0,22,39
net2756	The number of pins: 2
	0,12,56
	0,12,57
net2757	The number of pins: 2
	0,51,39
	0,53,37
net2758	The number of pins: 2
	0,28,12
	0,28,11
net2759	The number of pins: 2
	0,44,35
	0,45,34
net2760	The number of pins: 2
	0,38,43
	0,38,42
net2761	The number of pins: 2
	0,31,32
	0,31,31
net2762	The number of pins: 2
	0,33,30
	0,33,31
net2763	The number of pins: 2
	0,34,35
	0,34,36
net2764	The number of pins: 2
	0,26,41
	0,25,41
net2765	The number of pins: 2
	0,31,59
	0,31,57
net2766	The number of pins: 2
	0,16,44
	0,15,44
net2767	The number of pins: 2
	0,18,51
	0,18,51
net2768	The number of pins: 2
	0,18,51
	0,17,51
net2769	The number of pins: 2
	0,49,39
	0,50,39
net2770	The number of pins: 2
	0,14,40
	0,10,40
net2771	The number of pins: 2
	0,33,33
	0,33,32
net2772	The number of pins: 2
	0,26,15
	0,26,15
net2773	The number of pins: 2
	0,29,54
	0,29,54
net2774	The number of pins: 2
	0,27,54
	0,27,54
net2775	The number of pins: 2
	0,23,55
	0,22,56
net2776	The number of pins: 2
	0,14,50
	0,14,52
net2777	The number of pins: 2
	0,6,51
	0,6,49
net2778	The number of pins: 2
	0,28,19
	0,27,19
net2779	The number of pins: 2
	0,26,33
	0,28,34
net2780	The number of pins: 2
	0,7,43
	0,7,42
net2781	The number of pins: 2
	0,35,41
	0,37,41
net2782	The number of pins: 2
	0,23,51
	0,23,54
net2783	The number of pins: 2
	0,41,45
	0,41,47
net2784	The number of pins: 2
	0,31,43
	0,31,43
net2785	The number of pins: 2
	0,23,13
	0,24,13
net2786	The number of pins: 2
	0,15,30
	0,14,29
net2787	The number of pins: 2
	0,39,36
	0,39,36
net2788	The number of pins: 2
	0,30,57
	0,30,57
net2789	The number of pins: 2
	0,13,51
	0,13,51
net2790	The number of pins: 2
	0,7,49
	0,7,46
net2791	The number of pins: 2
	0,28,10
	0,28,9
net2792	The number of pins: 2
	0,29,50
	0,29,50
net2793	The number of pins: 2
	0,24,35
	0,24,35
net2794	The number of pins: 2
	0,3,40
	0,3,41
net2795	The number of pins: 2
	0,37,9
	0,37,10
net2796	The number of pins: 2
	0,36,36
	0,36,34
net2797	The number of pins: 2
	0,30,14
	0,30,14
net2798	The number of pins: 2
	0,21,18
	0,21,17
net2799	The number of pins: 2
	0,20,32
	0,20,32
net2800	The number of pins: 2
	0,25,39
	0,25,42
net2801	The number of pins: 2
	0,57,0
	0,57,0
net2802	The number of pins: 2
	0,8,47
	0,8,48
net2803	The number of pins: 2
	0,53,21
	0,52,22
net2804	The number of pins: 2
	0,13,27
	0,14,27
net2805	The number of pins: 2
	0,56,21
	0,55,22
net2806	The number of pins: 2
	0,40,46
	0,41,47
net2807	The number of pins: 2
	0,37,31
	0,37,32
net2808	The number of pins: 2
	0,34,25
	0,34,24
net2809	The number of pins: 2
	0,41,41
	0,42,41
net2810	The number of pins: 2
	0,32,35
	0,33,35
net2811	The number of pins: 2
	0,17,39
	0,18,39
net2812	The number of pins: 2
	0,29,59
	0,30,59
net2813	The number of pins: 2
	0,22,29
	0,22,27
net2814	The number of pins: 2
	0,44,36
	0,44,36
net2815	The number of pins: 2
	0,45,51
	0,45,50
net2816	The number of pins: 2
	0,33,29
	0,33,28
net2817	The number of pins: 2
	0,37,48
	0,37,48
net2818	The number of pins: 2
	0,29,47
	0,30,48
net2819	The number of pins: 2
	0,35,54
	0,35,54
net2820	The number of pins: 2
	0,33,53
	0,33,53
net2821	The number of pins: 2
	0,27,33
	0,27,34
net2822	The number of pins: 2
	0,17,36
	0,18,37
net2823	The number of pins: 2
	0,15,34
	0,16,35
net2824	The number of pins: 2
	0,15,42
	0,14,42
net2825	The number of pins: 2
	0,12,34
	0,12,34
net2826	The number of pins: 2
	0,54,21
	0,53,21
net2827	The number of pins: 2
	0,52,31
	0,52,29
net2828	The number of pins: 2
	0,33,33
	0,33,34
net2829	The number of pins: 2
	0,28,12
	0,28,13
net2830	The number of pins: 2
	0,11,28
	0,11,27
net2831	The number of pins: 2
	0,13,31
	0,12,31
net2832	The number of pins: 2
	0,56,22
	0,54,22
net2833	The number of pins: 2
	0,59,39
	0,58,39
net2834	The number of pins: 2
	0,53,39
	0,54,39
net2835	The number of pins: 2
	0,43,41
	0,44,40
net2836	The number of pins: 2
	0,31,24
	0,32,25
net2837	The number of pins: 2
	0,27,15
	0,28,16
net2838	The number of pins: 2
	0,19,33
	0,19,33
net2839	The number of pins: 2
	0,34,52
	0,35,53
net2840	The number of pins: 2
	0,27,22
	0,27,23
net2841	The number of pins: 2
	0,28,45
	0,28,46
net2842	The number of pins: 2
	0,19,45
	0,18,46
net2843	The number of pins: 2
	0,19,46
	0,19,46
net2844	The number of pins: 2
	0,14,39
	0,15,39
net2845	The number of pins: 2
	0,10,49
	0,11,49
net2846	The number of pins: 2
	0,9,33
	0,9,34
net2847	The number of pins: 2
	0,49,34
	0,50,34
net2848	The number of pins: 2
	0,15,27
	0,14,27
net2849	The number of pins: 2
	0,56,32
	0,55,32
net2850	The number of pins: 2
	0,38,40
	0,38,42
net2851	The number of pins: 2
	0,14,44
	0,14,44
net2852	The number of pins: 2
	0,21,46
	0,20,46
net2853	The number of pins: 2
	0,14,51
	0,13,51
net2854	The number of pins: 2
	0,49,19
	0,43,18
net2855	The number of pins: 2
	0,37,24
	0,37,24
net2856	The number of pins: 2
	0,35,16
	0,36,17
net2857	The number of pins: 2
	0,20,56
	0,20,55
net2858	The number of pins: 2
	0,47,39
	0,48,39
net2859	The number of pins: 2
	0,38,22
	0,38,23
net2860	The number of pins: 2
	0,31,39
	0,31,39
net2861	The number of pins: 2
	0,19,55
	0,19,55
net2862	The number of pins: 2
	0,17,51
	0,17,52
net2863	The number of pins: 2
	0,6,35
	0,5,34
net2864	The number of pins: 2
	0,37,30
	0,37,30
net2865	The number of pins: 2
	0,32,19
	0,30,18
net2866	The number of pins: 2
	0,29,51
	0,28,51
net2867	The number of pins: 2
	0,22,55
	0,22,55
net2868	The number of pins: 2
	0,22,60
	0,22,59
net2869	The number of pins: 2
	0,41,10
	0,41,11
net2870	The number of pins: 2
	0,44,39
	0,43,39
net2871	The number of pins: 2
	0,42,48
	0,41,48
net2872	The number of pins: 2
	0,39,48
	0,39,48
net2873	The number of pins: 2
	0,28,19
	0,28,19
net2874	The number of pins: 2
	0,38,47
	0,38,48
net2875	The number of pins: 2
	0,28,17
	0,28,16
net2876	The number of pins: 2
	0,36,53
	0,35,52
net2877	The number of pins: 2
	0,32,44
	0,32,45
net2878	The number of pins: 2
	0,22,37
	0,23,38
net2879	The number of pins: 2
	0,16,41
	0,15,40
net2880	The number of pins: 2
	0,9,51
	0,11,51
net2881	The number of pins: 2
	0,12,54
	0,12,55
net2882	The number of pins: 2
	0,48,41
	0,47,40
net2883	The number of pins: 2
	0,50,27
	0,50,27
net2884	The number of pins: 2
	0,41,35
	0,41,35
net2885	The number of pins: 2
	0,22,17
	0,22,17
net2886	The number of pins: 2
	0,51,40
	0,50,39
net2887	The number of pins: 2
	0,59,35
	0,58,35
net2888	The number of pins: 2
	0,34,38
	0,34,38
net2889	The number of pins: 2
	0,10,41
	0,12,42
net2890	The number of pins: 2
	0,12,56
	0,12,57
net2891	The number of pins: 2
	0,48,43
	0,47,44
net2892	The number of pins: 2
	0,31,35
	0,33,36
net2893	The number of pins: 2
	0,23,53
	0,24,52
net2894	The number of pins: 2
	0,22,43
	0,22,44
net2895	The number of pins: 2
	0,16,49
	0,16,48
net2896	The number of pins: 2
	0,31,28
	0,33,28
net2897	The number of pins: 2
	0,53,26
	0,53,25
net2898	The number of pins: 2
	0,38,36
	0,40,36
net2899	The number of pins: 2
	0,38,30
	0,38,29
net2900	The number of pins: 2
	0,37,39
	0,37,38
net2901	The number of pins: 2
	0,40,45
	0,40,46
net2902	The number of pins: 2
	0,24,27
	0,25,26
net2903	The number of pins: 2
	0,31,10
	0,29,10
net2904	The number of pins: 2
	0,13,38
	0,13,37
net2905	The number of pins: 2
	0,3,49
	0,3,50
net2906	The number of pins: 2
	0,55,24
	0,54,31
net2907	The number of pins: 2
	0,23,41
	0,23,41
net2908	The number of pins: 2
	0,10,25
	0,10,25
net2909	The number of pins: 2
	0,34,45
	0,34,45
net2910	The number of pins: 2
	0,20,28
	0,21,28
net2911	The number of pins: 2
	0,44,36
	0,45,36
net2912	The number of pins: 2
	0,24,15
	0,23,15
net2913	The number of pins: 2
	0,12,43
	0,11,42
net2914	The number of pins: 2
	0,19,23
	0,19,23
net2915	The number of pins: 2
	0,50,35
	0,50,34
net2916	The number of pins: 2
	0,37,37
	0,37,37
net2917	The number of pins: 2
	0,40,48
	0,39,48
net2918	The number of pins: 2
	0,32,42
	0,32,42
net2919	The number of pins: 2
	0,49,9
	0,49,8
net2920	The number of pins: 2
	0,26,55
	0,27,55
net2921	The number of pins: 2
	0,36,47
	0,35,46
net2922	The number of pins: 2
	0,26,45
	0,27,45
net2923	The number of pins: 2
	0,26,56
	0,27,55
net2924	The number of pins: 2
	0,21,51
	0,22,51
net2925	The number of pins: 2
	0,16,53
	0,17,52
net2926	The number of pins: 2
	0,12,50
	0,13,49
net2927	The number of pins: 2
	0,8,46
	0,9,45
net2928	The number of pins: 2
	0,6,44
	0,5,44
net2929	The number of pins: 2
	0,4,50
	0,4,49
net2930	The number of pins: 2
	0,43,45
	0,43,47
net2931	The number of pins: 2
	0,42,36
	0,42,36
net2932	The number of pins: 2
	0,34,33
	0,34,33
net2933	The number of pins: 2
	0,31,46
	0,31,46
net2934	The number of pins: 2
	0,59,0
	0,59,0
net2935	The number of pins: 2
	0,28,20
	0,27,19
net2936	The number of pins: 2
	0,24,17
	0,24,16
net2937	The number of pins: 2
	0,23,32
	0,23,33
net2938	The number of pins: 2
	0,23,54
	0,24,54
net2939	The number of pins: 2
	0,12,55
	0,11,55
net2940	The number of pins: 2
	0,23,25
	0,24,25
net2941	The number of pins: 2
	0,22,15
	0,22,14
net2942	The number of pins: 2
	0,47,26
	0,47,26
net2943	The number of pins: 2
	0,41,46
	0,42,49
net2944	The number of pins: 2
	0,37,43
	0,36,44
net2945	The number of pins: 2
	0,16,40
	0,16,41
net2946	The number of pins: 2
